time,lat,lon,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-09-26T07:22:44.060Z,30.998,78.13,33,4.5,mb,17,,,0.73,us,usp000a0u8,2014-11-07T01:11:07.660Z,"22 km NNW of Barkot, India",earthquake,,,,4,reviewed,us,us
2000-09-10T23:32:37.960Z,28.402,92.726,33,4.2,mb,33,,,1.29,us,usp000a01s,2014-11-07T01:11:04.179Z,"120 km NE of Tawang, India",earthquake,,,,6,reviewed,us,us
2000-09-06T07:19:13.500Z,28.557,86.345,105.4,3.7,mb,15,,,0.87,us,usp0009zsw,2014-11-07T01:11:03.101Z,"76 km NNE of Kod?ri??, Nepal",earthquake,,11.9,,2,reviewed,us,us
2000-08-31T02:08:45.950Z,32.001,78.407,36.5,4.7,mb,69,,,1.12,us,usp0009zef,2014-11-07T01:10:56.600Z,"79 km NE of Sar?han, India",earthquake,,10.9,,29,reviewed,us,us
2000-07-17T06:52:11.620Z,27.071,92.304,33,4.3,mb,31,,,1.23,us,usp0009wnh,2014-11-07T01:10:37.101Z,"24 km SSW of Bomdila, India",earthquake,,,,3,reviewed,us,us
2000-07-12T22:23:59.600Z,31.508,83.506,33,4.8,mb,23,,,1.2,us,usp0009wcm,2014-11-07T01:10:35.812Z,"260 km ENE of Burang, China",earthquake,,,,3,reviewed,us,us
2000-07-04T08:10:05.880Z,32.101,78.442,33,4.1,mb,14,,,1.44,us,usp0009vrf,2014-11-07T01:10:31.767Z,"89 km NE of Sar?han, India",earthquake,,,,2,reviewed,us,us
2000-07-03T07:09:53.720Z,31.471,84.714,33,4.5,mb,39,,,0.92,us,usp0009vp0,2014-11-07T01:10:31.064Z,"243 km NNW of Saga, China",earthquake,,,,16,reviewed,us,us
2000-06-21T16:11:19.330Z,30.581,79.196,33,3.5,mb,5,,,0.62,us,usp0009uxx,2014-11-07T01:10:24.005Z,"28 km NW of P?palkoti, India",earthquake,,,,1,reviewed,us,us
2000-06-18T08:05:23.990Z,32.167,78.49,93.4,3.7,mb,8,,,1.28,us,usp0009usj,2014-11-07T01:10:23.288Z,"98 km NE of Sar?han, India",earthquake,,19,,1,reviewed,us,us
2000-06-17T16:34:12.960Z,32.024,78.437,33,4.8,mb,71,,,0.85,us,usp0009urn,2022-04-29T18:42:01.065Z,"83 km NE of Sar?han, India",earthquake,,,,29,reviewed,us,us
2000-06-03T02:39:08.890Z,31.185,87.188,33,4.5,mb,43,,,0.98,us,usp0009tuz,2014-11-07T01:10:17.243Z,"269 km NW of Rikaze, China",earthquake,,,,12,reviewed,us,us
2000-05-29T03:06:10.550Z,30.759,86.984,33,4.4,mb,,,,1.3,us,usp0009tks,2014-11-07T01:10:12.164Z,"232 km NE of Saga, China",earthquake,,,,7,reviewed,us,us
2000-05-29T02:14:01.860Z,30.944,87.111,33,4.1,mb,,,,1.45,us,usp0009tkm,2014-11-07T01:10:12.154Z,"253 km NW of Rikaze, China",earthquake,,,,5,reviewed,us,us
2000-05-23T18:29:17.550Z,30.846,87.331,33,3.9,mb,,,,0.9,us,usp0009tcv,2014-11-07T01:10:11.230Z,"231 km NW of Rikaze, China",earthquake,,,,4,reviewed,us,us
2000-05-14T17:18:24.050Z,28.135,91.682,33,4.7,mb,,,,0.84,us,usp0009syc,2014-11-07T01:10:08.099Z,"60 km NNE of Trashi Yangtse, Bhutan",earthquake,,,,36,reviewed,us,us
2000-05-05T22:48:19.830Z,29.398,81.573,81.3,4.4,mb,,,,1.15,us,usp0009sfd,2014-11-07T01:10:04.351Z,"60 km WNW of Jumla, Nepal",earthquake,,25.8,,2,reviewed,us,us
2000-05-04T02:00:59.690Z,29.967,79.988,33,3.5,mb,,,,0.78,us,usp0009sbb,2014-11-07T01:10:02.824Z,"25 km NE of B?geshwar, India",earthquake,,,,1,reviewed,us,us
2000-05-04T01:44:36.610Z,27.889,91.543,33,3.7,mb,,,,0.6,us,usp0009sba,2014-11-07T01:10:02.822Z,"31 km N of Trashi Yangtse, Bhutan",earthquake,,,,2,reviewed,us,us
2000-04-28T00:17:17.980Z,31.601,78.305,33,4.6,mb,,,,0.98,us,usp0009rz9,2014-11-07T01:09:57.403Z,"49 km ENE of Sar?han, India",earthquake,,,,8,reviewed,us,us
2000-04-21T16:06:53.560Z,32.223,89.154,33,3.8,mb,,,,1.02,us,usp0009rnm,2014-11-07T01:09:55.554Z,"286 km WNW of Nagqu, China",earthquake,,,,6,reviewed,us,us
2000-04-11T18:12:45.020Z,32.372,79.071,33,3.6,mb,,,,1.28,us,usp0009r5k,2014-11-07T01:09:53.030Z,"154 km NE of Sar?han, India",earthquake,,,,1,reviewed,us,us
2000-04-10T15:02:08.520Z,30.228,88.176,33,3.7,mb,,,,0.54,us,usp0009r3g,2014-11-07T01:09:52.802Z,"128 km NNW of Rikaze, China",earthquake,,,,1,reviewed,us,us
2000-03-26T15:58:34.130Z,30.428,88.247,33,3.8,mb,,,,0.84,us,usp0009q86,2014-11-07T01:09:45.149Z,"144 km NNW of Rikaze, China",earthquake,,,,1,reviewed,us,us
2000-03-17T15:44:04.800Z,26.684,91.89,33,4.1,mb,,,,0.8,us,usp0009pu7,2014-11-07T01:09:42.693Z,"22 km WSW of Udalguri, India",earthquake,,,,6,reviewed,us,us
2000-03-13T20:44:31.520Z,27.656,87.852,33,4.3,mb,,,,1.16,us,usp0009pnw,2014-11-07T01:09:41.300Z,"57 km NW of Gyalshing, India",earthquake,,,,5,reviewed,us,us
2000-02-26T04:04:34.870Z,28.494,82.145,33,4.6,mb,,,,1.13,us,usp0009nzd,2014-11-07T01:09:33.842Z,"38 km NW of Besisahar, Nepal",earthquake,,,,42,reviewed,us,us
2000-02-22T20:53:41.460Z,31.32,77.099,33,3.6,mb,,,,0.91,us,usp0009nuh,2014-11-07T01:09:32.926Z,"8 km NNW of Seoni, India",earthquake,,,,1,reviewed,us,us
2000-02-21T18:21:36.160Z,28.442,86.578,33,4.1,mb,,,,1.16,us,usp0009nsy,2014-11-07T01:09:32.327Z,"59 km NNW of Lobujya, Nepal",earthquake,,,,3,reviewed,us,us
2000-01-30T06:35:04.570Z,29.249,91.981,33,4.8,mb,,,,1.09,us,usp0009mue,2014-11-07T01:09:22.742Z,"96 km ESE of Lhasa, China",earthquake,,,,11,reviewed,us,us
2000-01-26T21:11:55.600Z,27.566,92.492,33,4.3,mb,,,,0.93,us,usp0009mq8,2014-11-07T01:09:22.138Z,"34 km NNE of Bomdila, India",earthquake,,,,3,reviewed,us,us
2000-01-25T17:29:56.880Z,27.609,92.67,33,4.2,mb,,,,1.21,us,usp0009mnh,2014-11-07T01:09:21.960Z,"45 km NNE of Bomdila, India",earthquake,,,,5,reviewed,us,us
2000-01-25T16:43:22.950Z,27.663,92.631,33,5.2,mb,,,,0.77,us,usp0009mnc,2022-04-29T18:29:55.984Z,"48 km NNE of Bomdila, India",earthquake,,,,73,reviewed,us,us
2000-01-25T16:37:33.930Z,27.208,92.018,33,4.3,mb,,,,1.01,us,usp0009mnb,2014-11-07T01:09:21.937Z,"Arunachal Pradesh, India",earthquake,,,,1,reviewed,us,us
2000-01-25T04:09:36.340Z,31.167,86.627,33,4,mb,,,,0.65,us,usp0009mmn,2014-11-07T01:09:21.860Z,"244 km NE of Saga, China",earthquake,,,,3,reviewed,us,us
2000-01-20T12:54:24.340Z,27.785,85.813,33,4.4,mb,,,,1.18,us,usp0009mdv,2014-11-07T01:09:21.043Z,"24 km SW of Kod?ri??, Nepal",earthquake,,,,9,reviewed,us,us
2000-01-16T16:13:51.040Z,31.883,82.443,33,3.5,mb,,,,0.44,us,usp0009m80,2014-11-07T01:09:20.007Z,"213 km NE of Burang, China",earthquake,,,,1,reviewed,us,us
2000-01-11T09:40:09.960Z,31.336,86.573,33,4,mb,,,,1.03,us,usp0009m0x,2014-11-07T01:09:19.091Z,"257 km NNE of Saga, China",earthquake,,,,3,reviewed,us,us
2000-01-05T13:08:17.760Z,32.224,92.859,33,3.9,mb,,,,0.76,us,usp0009ksf,2014-11-07T01:09:17.588Z,"112 km NE of Nagqu, China",earthquake,,,,2,reviewed,us,us
2000-01-05T09:45:18.710Z,32.222,92.7,33,5.5,mwc,,,,0.82,us,usp0009ks9,2022-04-29T18:28:10.339Z,"102 km NE of Nagqu, China",earthquake,,,,,reviewed,us,hrv
2000-01-02T10:23:58.980Z,27.559,92.498,33,5,mb,,,,0.86,us,usp0009kn5,2022-04-29T19:37:55.502Z,"33 km NNE of Bomdila, India",earthquake,,,,52,reviewed,us,us
,,,,,,,,,,,,,,,,,,,,,
1999-12-29T09:05:34.970Z,31.268,86.486,33,3.5,mb,,,,1.16,us,usp0009ke7,2014-11-07T01:09:12.213Z,"247 km NNE of Saga, China",earthquake,,,,1,reviewed,us,us
1999-12-25T00:45:24.350Z,30.314,87.689,33,4.1,mb,,,,0.46,us,usp0009k8n,2014-11-07T01:09:11.197Z,"165 km NW of Rikaze, China",earthquake,,,,2,reviewed,us,us
1999-12-21T17:17:30.820Z,30.938,86.224,33,4,mb,,,,1.54,us,usp0009k3x,2014-11-07T01:09:10.600Z,"203 km NNE of Saga, China",earthquake,,,,2,reviewed,us,us
1999-12-01T13:56:43.750Z,30.024,81.444,33,4.5,mb,,,,1.43,us,usp0009jc5,2014-11-07T01:09:03.958Z,"39 km SE of Burang, China",earthquake,,,,11,reviewed,us,us
1999-11-16T11:41:33.660Z,30.385,82.773,33,4.6,mb,,,,1.15,us,usp0009hq2,2014-11-07T01:08:58.419Z,"135 km NNE of Jumla, Nepal",earthquake,,,,13,reviewed,us,us
1999-11-08T21:45:15.640Z,31.309,77.294,33,4.4,mb,,,,1.25,us,usp0009h9p,2014-11-07T01:08:56.109Z,"17 km ENE of Seoni, India",earthquake,,,,11,reviewed,us,us
1999-10-15T07:33:01.060Z,29.608,90.061,33,4.7,mb,,,,0.77,us,usp0009fuq,2014-11-07T01:08:41.887Z,"74 km WSW of Dêqên, China",earthquake,,,,2,reviewed,us,us
1999-10-03T06:38:41.980Z,30.172,88.116,33,4.3,mb,,,,1.55,us,usp0009fcj,2014-11-07T01:08:39.387Z,"126 km NW of Rikaze, China",earthquake,,,,4,reviewed,us,us
1999-09-12T09:00:08.160Z,31.049,77.672,33,4.5,mb,,,,1.03,us,usp0009ec3,2014-11-07T01:08:28.305Z,"6 km SSE of Jubbal, India",earthquake,,,,16,reviewed,us,us
1999-09-05T13:48:02.600Z,30.814,80.877,33,3.8,mb,,,,0.62,us,usp0009e1n,2014-11-07T01:08:26.352Z,"64 km NNW of Burang, China",earthquake,,,,2,reviewed,us,us
1999-09-05T02:28:16.980Z,28.159,87.413,33,4.5,mb,,,,0.97,us,usp0009e17,2014-11-07T01:08:26.237Z,"63 km ENE of Lobujya, Nepal",earthquake,,,,20,reviewed,us,us
1999-08-01T08:24:46.170Z,28.442,86.733,40.2,5.2,mb,,,,0.68,us,usp0009cdv,2014-11-07T01:08:11.461Z,"55 km N of Lobujya, Nepal",earthquake,,6.8,,103,reviewed,us,us
1999-06-26T21:36:31.100Z,26.796,91.806,51.6,4.4,mb,,,,1.22,us,usp0009akz,2014-11-07T01:07:57.386Z,"29 km W of Udalguri, India",earthquake,,15.5,,4,reviewed,us,us
1999-06-13T07:38:01.070Z,28.515,86.254,33,3.8,mb,,,,1.25,us,usp00099sn,2014-11-07T01:07:53.541Z,"68 km NNE of Kod?ri??, Nepal",earthquake,,,,1,reviewed,us,us
1999-05-28T19:00:11.610Z,29.356,81.003,33,4.3,mb,,,,0.84,us,usp00098xk,2014-11-07T01:07:43.990Z,"12 km NNE of Dipayal, Nepal",earthquake,,,,7,reviewed,us,us
1999-05-14T08:31:03.600Z,30.32,79.318,33,4.6,mb,,,,1.04,us,usp00097xn,2014-11-07T01:07:40.388Z,"15 km SW of P?palkoti, India",earthquake,,,,3,reviewed,us,us
1999-05-07T17:12:01.830Z,30.109,79.346,10,4.5,mb,,,,0.93,us,usp00097ha,2014-11-07T01:07:38.554Z,"36 km SSW of P?palkoti, India",earthquake,,,,7,reviewed,us,us
1999-04-24T19:48:35.920Z,28.379,81.161,33,4.3,mb,,,,1.33,us,usp00096u2,2014-11-07T01:07:30.101Z,"17 km SSE of ?ik?pur, Nepal",earthquake,,,,2,reviewed,us,us
1999-04-18T17:16:36.590Z,30.243,79.298,10,4.9,mb,,,,0.79,us,usp00096hk,2022-04-29T18:07:01.723Z,"23 km SSW of P?palkoti, India",earthquake,,,,50,reviewed,us,us
1999-04-14T17:24:27.880Z,30.256,79.305,10,4.9,mb,,,,0.71,us,usp00096a1,2022-04-29T18:06:57.108Z,"22 km SSW of P?palkoti, India",earthquake,,,,37,reviewed,us,us
1999-04-10T20:42:33.560Z,28.217,87.964,33,3.9,mb,,,,1.28,us,usp0009639,2014-11-07T01:07:26.850Z,"95 km NW of Mangan, India",earthquake,,,,2,reviewed,us,us
1999-04-07T16:23:26.940Z,30.257,79.295,10,4.7,mb,,,,0.96,us,usp00095xz,2014-11-07T01:07:25.089Z,"22 km SW of P?palkoti, India",earthquake,,,,17,reviewed,us,us
1999-04-07T15:49:12.620Z,30.249,79.316,10,4.9,mb,,,,0.67,us,usp00095xy,2022-04-29T18:06:47.248Z,"22 km SSW of P?palkoti, India",earthquake,,,,40,reviewed,us,us
1999-04-06T20:46:40.050Z,30.33,79.343,10,4.6,mb,,,,0.93,us,usp00095wv,2014-11-07T01:07:24.768Z,"13 km SW of P?palkoti, India",earthquake,,,,33,reviewed,us,us
1999-04-06T19:37:24.050Z,30.414,79.321,10,5.1,mb,,,,0.77,us,usp00095ws,2022-04-29T18:06:44.861Z,"10 km W of P?palkoti, India",earthquake,,,,87,reviewed,us,us
1999-04-02T09:39:28.330Z,32.435,92.264,33,4,mb,,,,1.21,us,usp00095nd,2014-11-07T01:07:21.426Z,"108 km N of Nagqu, China",earthquake,,,,4,reviewed,us,us
1999-04-02T07:41:25.880Z,32.258,91.784,33,3.7,mb,,,,1.29,us,usp00095n9,2014-11-07T01:07:21.404Z,"90 km NNW of Nagqu, China",earthquake,,,,1,reviewed,us,us
1999-04-01T02:48:51.440Z,30.528,79.407,10,4.5,mb,,,,1.04,us,usp00095k5,2014-11-07T01:07:19.641Z,"11 km NNW of P?palkoti, India",earthquake,,,,5,reviewed,us,us
1999-03-30T21:02:10.340Z,30.376,79.335,10,5.3,mb,,,,0.8,us,usp00095gs,2022-04-29T18:06:01.904Z,"10 km WSW of P?palkoti, India",earthquake,,,,107,reviewed,us,us
1999-03-30T15:51:49.060Z,30.187,79.305,10,4.5,mb,,,,1,us,usp00095gb,2014-11-07T01:07:17.745Z,"29 km SSW of P?palkoti, India",earthquake,,,,3,reviewed,us,us
1999-03-29T13:20:57.410Z,30.286,79.286,10,4.6,mb,,,,1.21,us,usp00095e7,2014-11-07T01:07:17.537Z,"20 km SW of P?palkoti, India",earthquake,,,,3,reviewed,us,us
1999-03-29T08:49:44.570Z,30.213,79.245,10,4.6,mb,,,,1.06,us,usp00095dy,2014-11-07T01:07:17.497Z,"26 km ESE of Rudrapray?g, India",earthquake,,,,7,reviewed,us,us
1999-03-28T23:20:26.390Z,30.385,79.494,10,4.5,mb,,,,1.07,us,usp00095d2,2014-11-07T01:07:17.372Z,"7 km SE of P?palkoti, India",earthquake,,,,2,reviewed,us,us
1999-03-28T23:04:35.440Z,30.357,79.481,10,4.4,mb,,,,0.93,us,usp00095d1,2014-11-07T01:07:17.369Z,"9 km SSE of P?palkoti, India",earthquake,,,,14,reviewed,us,us
1999-03-28T19:47:04.590Z,30.342,79.31,10,4.7,mb,,,,0.74,us,usp00095cj,2014-11-07T01:07:17.302Z,"14 km SW of P?palkoti, India",earthquake,,,,35,reviewed,us,us
1999-03-28T19:36:05.510Z,30.315,79.387,10,5.4,mb,,,,1.02,us,usp00095cg,2022-04-29T18:05:34.967Z,"12 km SSW of P?palkoti, India",earthquake,,,,76,reviewed,us,us
1999-03-28T19:05:11.030Z,30.512,79.403,15,6.6,mwb,,,,1.03,us,usp00095cb,2022-04-29T18:05:29.400Z,"9 km NNW of P?palkoti, India",earthquake,,,,,reviewed,us,us
1999-03-23T07:29:53.370Z,28.785,78.61,33,3.7,mb,,,,0.89,us,usp000950t,2014-11-07T01:07:15.797Z,"16 km NNW of Sirsi, India",earthquake,,,,1,reviewed,us,us
1999-03-19T05:53:40.650Z,27.748,85.609,33,4.5,mb,,,,1.09,us,usp00094sf,2014-11-07T01:07:14.949Z,"9 km ENE of Nagarkot, Nepal",earthquake,,,,11,reviewed,us,us
1999-03-16T22:27:52.740Z,28.517,78.229,33,4.2,mb,,,,0.52,us,usp00094mv,2014-11-07T01:07:14.137Z,"16 km E of Kh?npur, India",earthquake,,,,1,reviewed,us,us
1999-03-13T06:04:00.810Z,30.272,90.37,33,4.4,mb,,,,1.54,us,usp00094e7,2014-11-07T01:07:13.501Z,"48 km NW of Dêqên, China",earthquake,,,,1,reviewed,us,us
1999-02-25T11:13:54.290Z,30.657,78.878,33,4,mb,,,,0.92,us,usp00093dd,2014-11-07T01:07:04.861Z,"42 km E of Uttark?shi, India",earthquake,,,,3,reviewed,us,us
1999-02-01T01:25:43.510Z,28.492,83.188,33,4.2,mb,,,,1.06,us,usp000921r,2014-11-07T01:06:54.328Z,"46 km WNW of B?glung, Nepal",earthquake,,,,4,reviewed,us,us
1998-12-25T10:44:40.140Z,30.328,86.472,33,4.4,mb,,,,0.8,us,usp0009056,2014-11-07T01:06:41.668Z,"164 km NE of Saga, China",earthquake,,,,4,reviewed,us,us
1998-12-14T09:27:23.830Z,31.459,90.9,71.7,4.1,mb,,,,1.37,us,usp0008zkv,2014-11-07T01:06:39.126Z,"110 km W of Nagqu, China",earthquake,,24.4,,1,reviewed,us,us
1998-12-01T05:35:09.200Z,27.935,87.649,33,4.8,mb,,,,0.88,us,usp0008z0r,2014-11-07T01:06:34.045Z,"75 km NE of Kh??db?ri??, Nepal",earthquake,,,,12,reviewed,us,us
1998-11-26T10:14:27.630Z,27.753,87.894,73.1,5.1,mb,,,,0.76,us,usp0008ys2,2014-11-07T01:06:29.427Z,"62 km NW of Gyalshing, India",earthquake,,,,102,reviewed,us,us
1998-11-19T16:34:16.350Z,30.42,79.163,33,4.5,mb,,,,1.11,us,usp0008yf7,2014-11-07T01:06:28.067Z,"22 km NE of Rudrapray?g, India",earthquake,,,,16,reviewed,us,us
1998-11-19T12:41:58.750Z,30.566,79.389,33,3.9,mb,,,,1.23,us,usp0008yer,2014-11-07T01:06:28.002Z,"16 km NNW of P?palkoti, India",earthquake,,,,1,reviewed,us,us
1998-11-14T04:11:29.090Z,31.081,86.514,33,4.2,mb,,,,1.18,us,usp0008y5y,2014-11-07T01:06:26.948Z,"230 km NNE of Saga, China",earthquake,,,,3,reviewed,us,us
1998-10-24T13:19:53.200Z,30.405,88.155,45.9,4.1,mb,,,,1.06,us,usp0008wzv,2014-11-07T01:06:17.122Z,"146 km NNW of Rikaze, China",earthquake,,16.8,,1,reviewed,us,us
1998-10-05T10:24:48.790Z,30.203,88.298,33,5.2,mwc,,,,1.09,us,usp0008w0v,2022-04-29T17:52:32.036Z,"119 km NNW of Rikaze, China",earthquake,,,,,reviewed,us,hrv
1998-10-02T17:36:44.620Z,29.17,85.136,33,4.2,mb,,,,1.12,us,usp0008vw5,2014-11-07T01:06:10.866Z,"19 km SSW of Saga, China",earthquake,,,,3,reviewed,us,us
1998-09-30T02:29:55.140Z,29.948,88.117,33,5.2,mwc,,,,1.18,us,usp0008vr9,2022-04-29T17:43:53.999Z,"107 km NW of Rikaze, China",earthquake,,,,,reviewed,us,hrv
1998-09-28T21:31:05.610Z,27.742,92.709,33,4.7,mb,,,,0.98,us,usp0008vp9,2014-11-07T01:06:06.873Z,"59 km NNE of Bomdila, India",earthquake,,,,33,reviewed,us,us
1998-09-26T20:48:44.110Z,27.521,86.135,33,3.9,mb,,,,1.13,us,usp0008vjm,2014-11-07T01:06:06.358Z,"51 km SSE of Kod?ri??, Nepal",earthquake,,,,1,reviewed,us,us
1998-09-26T19:08:21.440Z,27.607,92.582,33,3.9,mb,,,,1.17,us,usp0008vjf,2014-11-07T01:06:06.347Z,"40 km NNE of Bomdila, India",earthquake,,,,2,reviewed,us,us
1998-09-26T18:27:05.470Z,27.77,92.812,33,5,mwc,,,,0.9,us,usp0008vje,2022-04-29T17:43:18.873Z,"67 km NE of Bomdila, India",earthquake,,,,,reviewed,us,hrv
1998-09-21T23:24:40.670Z,29.94,88.005,33,4.1,mb,,,,0.97,us,usp0008vb5,2014-11-07T01:06:05.206Z,"114 km NW of Rikaze, China",earthquake,,,,3,reviewed,us,us
1998-09-12T05:08:52.140Z,27.852,86.9,33,4.2,mb,,,,1.37,us,usp0008utg,2014-11-07T01:06:01.974Z,"13 km SE of Lobujya, Nepal",earthquake,,,,3,reviewed,us,us
1998-09-10T22:57:16.900Z,27.199,88.341,33,4.7,mb,,,,1.37,us,usp0008urc,2014-11-07T01:06:01.784Z,"4 km NNW of Namchi, India",earthquake,,,,14,reviewed,us,us
1998-09-08T02:03:29.740Z,30.344,88.141,33,4.4,mb,,,,0.78,us,usp0008ukr,2014-11-07T01:06:01.263Z,"140 km NNW of Rikaze, China",earthquake,,,,2,reviewed,us,us
1998-09-07T10:44:39.060Z,30.27,88.129,33,4.7,mb,,,,1.13,us,usp0008ujr,2014-11-07T01:06:01.137Z,"134 km NNW of Rikaze, China",earthquake,,,,23,reviewed,us,us
1998-09-06T21:35:49.470Z,27.859,86.895,33,4.6,mb,,,,1.04,us,usp0008uj0,2014-11-07T01:06:01.020Z,"12 km SE of Lobujya, Nepal",earthquake,,,,18,reviewed,us,us
1998-09-04T01:10:18.460Z,27.777,86.793,33,4.2,mb,,,,1.04,us,usp0008ucx,2014-11-07T01:06:00.222Z,"8 km ESE of Namche Bazar, Nepal",earthquake,,,,1,reviewed,us,us
1998-09-04T00:36:17.990Z,27.455,86.464,33,4.1,mb,,,,1.04,us,usp0008ucv,2014-11-07T01:06:00.216Z,"45 km SSW of Namche Bazar, Nepal",earthquake,,,,2,reviewed,us,us
1998-09-03T23:02:28.330Z,27.6,86.733,33,4.6,mb,,,,0.73,us,usp0008ucq,2014-11-07T01:06:00.153Z,"22 km S of Namche Bazar, Nepal",earthquake,,,,28,reviewed,us,us
1998-09-03T21:00:53.590Z,27.729,86.88,33,4.1,mb,,,,1.44,us,usp0008uck,2014-11-07T01:06:00.135Z,"18 km ESE of Namche Bazar, Nepal",earthquake,,,,1,reviewed,us,us
1998-09-03T18:51:38.600Z,27.65,86.802,33,4.4,mb,,,,1.19,us,usp0008ucc,2014-11-07T01:06:00.022Z,"19 km SSE of Namche Bazar, Nepal",earthquake,,,,1,reviewed,us,us
1998-09-03T18:15:56.560Z,27.85,86.941,33,5.6,mb,,,,0.98,us,usp0008uc8,2022-04-29T17:41:14.060Z,"16 km SE of Lobujya, Nepal",earthquake,,,,137,reviewed,us,us
1998-08-30T04:11:35.070Z,30.034,88.081,33,4.6,mb,,,,1.09,us,usp0008u31,2014-11-07T01:05:54.527Z,"116 km NW of Rikaze, China",earthquake,,,,30,reviewed,us,us
1998-08-30T03:49:48.110Z,29.904,87.989,33,4,mb,,,,1.17,us,usp0008u2z,2014-11-07T01:05:54.524Z,"112 km NW of Rikaze, China",earthquake,,,,2,reviewed,us,us
1998-08-30T03:37:48.980Z,30.044,88.077,33,5,ms,,,,1.1,us,usp0008u2y,2022-04-29T17:39:18.233Z,"117 km NW of Rikaze, China",earthquake,,,,1,reviewed,us,us
1998-08-28T22:01:55.790Z,30.191,88.15,33,5,mwc,,,,0.91,us,usp0008u0u,2022-04-29T17:39:06.309Z,"126 km NW of Rikaze, China",earthquake,,,,,reviewed,us,hrv
1998-08-25T23:23:34.880Z,30.299,88.112,33,4.6,mb,,,,1.19,us,usp0008tw4,2014-11-07T01:05:53.289Z,"138 km NNW of Rikaze, China",earthquake,,,,2,reviewed,us,us
1998-08-25T15:16:02.760Z,29.976,88.105,33,4.4,mb,,,,0.99,us,usp0008tv9,2014-11-07T01:05:53.175Z,"110 km NW of Rikaze, China",earthquake,,,,5,reviewed,us,us
1998-08-25T13:50:06.160Z,30.099,88.054,33,4.1,mb,,,,0.95,us,usp0008tv2,2014-11-07T01:05:53.156Z,"123 km NW of Rikaze, China",earthquake,,,,3,reviewed,us,us
1998-08-25T13:39:49.500Z,29.926,88.124,33,3.8,mb,,,,0.91,us,usp0008tv1,2014-11-07T01:05:53.155Z,"105 km NW of Rikaze, China",earthquake,,,,2,reviewed,us,us
1998-08-25T12:43:04.300Z,29.961,88.091,33,4.4,mb,,,,1.1,us,usp0008tuz,2014-11-07T01:05:53.150Z,"110 km NW of Rikaze, China",earthquake,,,,5,reviewed,us,us
1998-08-25T12:29:45.130Z,30.022,88.06,33,4.6,mb,,,,0.98,us,usp0008tux,2014-11-07T01:05:53.146Z,"116 km NW of Rikaze, China",earthquake,,,,7,reviewed,us,us
1998-08-25T10:25:06.080Z,29.983,88.103,33,4.4,mb,,,,0.84,us,usp0008tut,2014-11-07T01:05:53.138Z,"110 km NW of Rikaze, China",earthquake,,,,4,reviewed,us,us
1998-08-25T09:56:44.070Z,29.831,87.91,33,4.4,mb,,,,0.88,us,usp0008tup,2014-11-07T01:05:53.129Z,"114 km NW of Rikaze, China",earthquake,,,,5,reviewed,us,us
1998-08-25T09:43:06.020Z,29.998,88.099,33,4.1,mb,,,,0.63,us,usp0008tuk,2014-11-07T01:05:53.122Z,"112 km NW of Rikaze, China",earthquake,,,,2,reviewed,us,us
1998-08-25T08:13:04.510Z,30.172,88.134,33,3.9,mb,,,,1.44,us,usp0008tuf,2014-11-07T01:05:53.109Z,"125 km NW of Rikaze, China",earthquake,,,,1,reviewed,us,us
1998-08-25T08:01:45.680Z,30.061,88.172,33,4.1,mb,,,,0.62,us,usp0008tud,2014-11-07T01:05:53.106Z,"113 km NW of Rikaze, China",earthquake,,,,1,reviewed,us,us
1998-08-25T07:59:00.740Z,30.024,88.188,33,4.6,mb,,,,0.88,us,usp0008tub,2014-11-07T01:05:53.096Z,"109 km NW of Rikaze, China",earthquake,,,,6,reviewed,us,us
1998-08-25T07:41:40.190Z,30.079,88.109,33,5.9,mwc,,,,0.99,us,usp0008tua,2022-04-29T17:38:49.112Z,"118 km NW of Rikaze, China",earthquake,,,,,reviewed,us,hrv
1998-08-18T04:10:20.690Z,27.555,90.977,22.3,5.2,mb,,,,0.9,us,usp0008tek,2022-04-29T17:37:58.018Z,"22 km E of Jakar, Bhutan",earthquake,,,,101,reviewed,us,us
1998-08-09T04:23:28.940Z,30.348,88.004,33,3.9,mb,,,,0.96,us,usp0008t02,2014-11-07T01:05:47.901Z,"148 km NW of Rikaze, China",earthquake,,,,1,reviewed,us,us
1998-08-07T21:08:37.750Z,30.213,88.162,33,4.3,mb,,,,1.22,us,usp0008sxr,2014-11-07T01:05:47.653Z,"127 km NNW of Rikaze, China",earthquake,,,,12,reviewed,us,us
1998-07-31T17:50:18.330Z,28.01,87.73,33,4.1,mb,,,,1.09,us,usp0008sjd,2014-11-07T01:05:39.972Z,"87 km NE of Kh??db?ri??, Nepal",earthquake,,,,3,reviewed,us,us
1998-07-29T16:59:50.760Z,30.26,87.929,33,3.8,mb,,,,0.93,us,usp0008scv,2014-11-07T01:05:39.444Z,"145 km NW of Rikaze, China",earthquake,,,,1,reviewed,us,us
1998-07-23T10:54:37.220Z,30.367,88.198,33,3.8,mb,,,,1.45,us,usp0008s1s,2014-11-07T01:05:37.846Z,"140 km NNW of Rikaze, China",earthquake,,,,1,reviewed,us,us
